+3.98900E-1	+1.40602E-7
+4.03600E-1	+1.51258E-7
+4.04700E-1	+1.77010E-7
+4.07000E-1	+1.89739E-7
+4.11300E-1	+1.97731E-7
+4.14600E-1	+2.18747E-7
+4.18400E-1	+2.40651E-7
+4.22300E-1	+2.54860E-7
+4.26100E-1	+2.77652E-7
+4.29100E-1	+3.09916E-7
+4.34200E-1	+3.27381E-7
+4.36600E-1	+3.76517E-7
+4.39900E-1	+4.10262E-7
+4.45100E-1	+4.38678E-7
+4.48300E-1	+5.15935E-7
+4.52800E-1	+5.67144E-7
+4.55700E-1	+6.13617E-7
+4.58900E-1	+6.84066E-7
+4.61300E-1	+7.31426E-7
+4.64600E-1	+8.06315E-7
+4.69200E-1	+8.85053E-7
+4.73100E-1	+1.04993E-6
+4.77200E-1	+1.24825E-6
+4.80400E-1	+1.37109E-6
+4.83200E-1	+1.47084E-6
+4.86800E-1	+1.69285E-6
+4.90600E-1	+1.95126E-6
+4.94400E-1	+2.22625E-6
+4.97300E-1	+2.53764E-6
+5.00300E-1	+2.75669E-6
+5.03000E-1	+3.12610E-6
+5.05000E-1	+3.34426E-6
+5.07200E-1	+3.64381E-6
+5.09600E-1	+3.85664E-6
+5.13700E-1	+4.31545E-6
+5.14500E-1	+4.77100E-6
+5.16500E-1	+5.14840E-6
+5.19400E-1	+5.70607E-6
+5.22800E-1	+6.58017E-6
+5.24500E-1	+6.91939E-6
+5.26400E-1	+7.55699E-6
+5.28100E-1	+8.18570E-6
+5.29500E-1	+8.48378E-6
+5.31000E-1	+8.99438E-6
+5.32900E-1	+9.63464E-6
+5.34100E-1	+1.04466E-5
+5.35400E-1	+1.07429E-5
+5.37000E-1	+1.13867E-5
+5.37900E-1	+1.20477E-5
+5.37900E-1	+1.27566E-5
+5.40400E-1	+1.32551E-5
+5.41600E-1	+1.37361E-5
+5.42200E-1	+1.44216E-5
+5.43200E-1	+1.48091E-5
+5.44300E-1	+1.55275E-5
+5.45200E-1	+1.62237E-5
+5.46300E-1	+1.66834E-5
+5.47300E-1	+1.74796E-5
+5.48200E-1	+1.83656E-5
+5.49400E-1	+1.90266E-5
+5.50100E-1	+1.98941E-5
+5.50800E-1	+2.04619E-5
+5.51500E-1	+2.07937E-5
+5.53000E-1	+2.15278E-5
+5.54000E-1	+2.28708E-5
+5.55000E-1	+2.39586E-5
+5.55700E-1	+2.44923E-5
+5.56700E-1	+2.56801E-5
+5.57400E-1	+2.65537E-5
+5.58100E-1	+2.72069E-5
+5.59000E-1	+2.82501E-5
+5.59900E-1	+2.86100E-5
+5.60500E-1	+3.03105E-5
+5.61400E-1	+3.07628E-5
+5.62500E-1	+3.21739E-5
+5.63500E-1	+3.35385E-5
+5.64200E-1	+3.48228E-5
+5.65300E-1	+3.62214E-5
+5.66100E-1	+3.70423E-5
+5.67600E-1	+3.88106E-5
+5.68800E-1	+4.13053E-5
+5.69700E-1	+4.28451E-5
+5.71100E-1	+4.47700E-5
+5.72500E-1	+4.83248E-5
+5.74200E-1	+5.15870E-5
+5.75200E-1	+5.42200E-5
+5.75900E-1	+5.54235E-5
+5.76500E-1	+5.68793E-5
+5.77500E-1	+5.81086E-5
+5.78300E-1	+6.05480E-5
+5.79400E-1	+6.30936E-5
+5.80300E-1	+6.48909E-5
+5.81200E-1	+6.78048E-5
+5.82300E-1	+6.96584E-5
+5.83200E-1	+7.30319E-5
+5.84000E-1	+7.52712E-5
+5.84800E-1	+7.83917E-5
+5.85800E-1	+8.14897E-5
+5.86800E-1	+8.45282E-5
+5.87500E-1	+8.79917E-5
+5.88700E-1	+9.15630E-5
+5.89800E-1	+9.55235E-5
+5.90900E-1	+9.90649E-5
+5.91800E-1	+1.03150E-4
+5.93000E-1	+1.07582E-4
+5.93900E-1	+1.12238E-4
+5.95300E-1	+1.18047E-4
+5.96600E-1	+1.25172E-4
+5.97800E-1	+1.28637E-4
+5.99200E-1	+1.41992E-4
+6.00300E-1	+1.45623E-4
