+8.75000E-1	+NaN
+2.62500E+0	+NaN
+4.37500E+0	+NaN
+6.12500E+0	+NaN
+7.87500E+0	+NaN
+9.62500E+0	+9.64269E-3
+1.13750E+1	+1.02125E-2
+1.31250E+1	+9.95594E-3
+1.48750E+1	+1.00389E-2
+1.66250E+1	+1.03767E-2
+1.83750E+1	+1.05158E-2
+2.01250E+1	+1.03261E-2
+2.18750E+1	+1.04473E-2
+2.36250E+1	+1.11775E-2
+2.53750E+1	+1.06845E-2
+2.71250E+1	+1.03975E-2
+2.88750E+1	+1.04313E-2
+3.06250E+1	+1.04836E-2
+3.23750E+1	+1.03622E-2
+3.41250E+1	+1.05604E-2
+3.58750E+1	+1.15222E-2
+3.76250E+1	+1.15979E-2
+3.93750E+1	+1.11039E-2
+4.11250E+1	+1.08252E-2
+4.28750E+1	+1.09616E-2
+4.46250E+1	+1.10864E-2
+4.63750E+1	+1.08282E-2
+4.81250E+1	+1.05647E-2
+4.98750E+1	+1.08871E-2
+5.16250E+1	+1.08053E-2
+5.33750E+1	+1.05458E-2
+5.51250E+1	+1.06745E-2
+5.68750E+1	+1.15348E-2
+5.86250E+1	+1.37913E-2
+6.03750E+1	+1.82654E-2
+6.21250E+1	+2.32812E-2
+6.38750E+1	+1.93285E-2
+6.56250E+1	+1.19981E-2
+6.73750E+1	+1.12510E-2
+6.91250E+1	+1.26747E-2
+7.08750E+1	+2.65814E-2
+7.26250E+1	+6.42381E-2
+7.43750E+1	+1.09518E-1
+7.61250E+1	+1.04567E-1
+7.78750E+1	+2.59841E-2
+7.96250E+1	+1.20044E-2
+8.13750E+1	+1.67903E-2
+8.31250E+1	+5.69431E-2
+8.48750E+1	+1.88505E-1
+8.66250E+1	+3.05517E-1
+8.83750E+1	+2.93880E-1
+9.01250E+1	+6.58798E-2
+9.18750E+1	+1.35027E-2
+9.36250E+1	+2.12215E-2
+9.53750E+1	+6.23385E-2
+9.71250E+1	+2.85761E-1
+9.88750E+1	+4.01729E-1
+1.00625E+2	+4.06688E-1
+1.02375E+2	+1.39732E-1
+1.04125E+2	+2.24735E-2
+1.05875E+2	+2.15770E-2
+1.07625E+2	+4.30790E-2
+1.09375E+2	+2.18020E-1
+1.11125E+2	+3.26634E-1
+1.12875E+2	+2.85769E-1
+1.14625E+2	+1.00701E-1
+1.16375E+2	+2.71585E-2
+1.18125E+2	+1.65561E-2
+1.19875E+2	+3.58230E-2
+1.21625E+2	+1.17228E-1
+1.23375E+2	+1.55301E-1
+1.25125E+2	+1.04673E-1
+1.26875E+2	+4.04897E-2
+1.28625E+2	+1.82762E-2
+1.30375E+2	+1.33549E-2
+1.32125E+2	+1.40513E-2
+1.33875E+2	+2.56316E-2
+1.35625E+2	+4.13075E-2
+1.37375E+2	+2.65562E-2
+1.39125E+2	+1.59537E-2
+1.40875E+2	+1.23079E-2
+1.42625E+2	+1.17973E-2
+1.44375E+2	+1.18493E-2
+1.46125E+2	+1.32566E-2
+1.47875E+2	+1.47562E-2
+1.49625E+2	+1.23271E-2
+1.51375E+2	+1.14651E-2
+1.53125E+2	+NaN
+1.54875E+2	+NaN
+1.56625E+2	+NaN
+1.58375E+2	+NaN
+1.60125E+2	+NaN
+1.61875E+2	+NaN
+1.63625E+2	+NaN
+1.65375E+2	+NaN
+1.67125E+2	+NaN
+1.68875E+2	+NaN
+1.70625E+2	+NaN
+1.72375E+2	+NaN
+1.74125E+2	+NaN
