+1.59800E-3	+8.32141E-2
+5.32666E-4	+8.38500E-2
+2.52129E-3	+8.36727E-2
+6.74711E-4	+8.25782E-2
+1.45595E-3	+8.16183E-2
+1.11860E-3	+8.08724E-2
+1.06533E-4	+7.89770E-2
-1.77555E-4	+7.77969E-2
+7.99000E-4	+7.82372E-2
+9.41044E-4	+7.82922E-2
+1.61575E-3	+7.84512E-2
+1.98862E-3	+7.69409E-2
+9.05533E-4	+7.30279E-2
+1.75780E-3	+6.69748E-2
+9.94311E-4	+5.79197E-2
+1.97087E-3	+4.58381E-2
+7.63489E-4	+2.99167E-2
+2.21944E-3	+1.40749E-2
+1.84658E-3	+3.09378E-3
+2.05964E-3	-2.13997E-3
+1.18962E-3	-4.90358E-3
+1.91760E-3	-4.04148E-3
+1.88209E-3	-4.70793E-3
-1.31391E-3	-4.68958E-3
+1.31391E-3	-4.98918E-3
+2.34373E-3	-4.97695E-3
+1.95311E-3	-4.20656E-3
+1.89984E-3	-3.85194E-3
+1.91760E-3	-4.42056E-3
+1.04758E-3	-4.07816E-3
+8.87777E-4	-4.21268E-3
+1.13636E-3	-4.09651E-3
+1.74004E-3	-4.85467E-3
+8.16755E-4	-4.29827E-3
+2.27271E-3	-3.86417E-3
+8.87777E-4	-3.76023E-3
-1.59800E-4	-3.85194E-3
+1.93535E-3	-4.94026E-3
+1.36718E-3	-3.98645E-3
-8.87777E-5	-4.81798E-3
+1.58024E-3	-4.37776E-3
+1.79331E-3	-4.94026E-3
+7.10222E-5	-3.94365E-3
+1.11860E-3	-3.96199E-3
+1.42044E-3	-4.69570E-3
+8.34511E-4	-4.29216E-3
+1.81107E-3	-3.96199E-3
+1.29616E-3	-4.36553E-3
+1.91760E-3	-3.50954E-3
+1.01207E-3	-3.71131E-3
+1.88209E-3	-4.82409E-3
+2.30822E-4	-4.21879E-3
+8.70022E-4	-4.63455E-3
+3.55111E-4	-3.94365E-3
+4.51737E-1	-4.72015E-3
+9.08800E-1	-4.91581E-3
+9.76964E-1	-3.44229E-3
+9.75685E-1	-4.09039E-3
+1.05416E+0	-4.38387E-3
+1.48683E+0	-3.49120E-3
+1.88486E+0	-4.27382E-3
+2.12243E+0	-4.22490E-3
+2.28232E+0	-4.24936E-3
+2.38196E+0	-3.59514E-3
+2.40156E+0	-4.07205E-3
+2.40600E+0	-4.45724E-3
+2.42223E+0	-3.88862E-3
+2.42830E+0	-4.36553E-3
+2.44584E+0	-3.96811E-3
+2.51688E+0	-3.74800E-3
+2.90761E+0	-3.85194E-3
+3.27387E+0	-3.88251E-3
+3.55409E+0	-4.22490E-3
+3.69823E+0	-3.64406E-3
+4.00256E+0	-4.60398E-3
+4.28237E+0	-4.53061E-3
+4.53008E+0	-4.57341E-3
+5.08844E+0	-4.12708E-3
+5.66944E+0	-4.02314E-3
+5.93220E+0	-4.54284E-3
+6.22643E+0	-4.28605E-3
+6.43204E+0	-4.26159E-3
+6.96332E+0	-3.11824E-3
+7.39503E+0	-4.31050E-3
+7.63185E+0	-4.53061E-3
+7.84115E+0	-4.46336E-3
+8.01548E+0	-4.43279E-3
