+0.00000E+0	+9.89364E-6
+1.00000E+0	+1.02512E-5
+2.00000E+0	+9.45464E-6
+3.00000E+0	+9.01327E-6
+4.00000E+0	+9.53368E-6
+5.00000E+0	+7.80225E-6
+6.00000E+0	+6.05483E-6
+7.00000E+0	+4.30712E-6
+8.00000E+0	+2.31726E-6
+9.00000E+0	+9.52006E-7
+1.00000E+1	+2.38594E-7
+1.10000E+1	+2.95726E-7
+1.20000E+1	+9.84568E-7
+1.30000E+1	+1.90076E-6
+1.40000E+1	+3.92584E-6
+1.50000E+1	+4.21861E-6
+1.60000E+1	+6.86919E-6
+1.70000E+1	+7.76435E-6
+1.80000E+1	+9.19118E-6
+1.90000E+1	+1.18705E-5
+2.00000E+1	+1.18015E-5
+2.10000E+1	+1.08303E-5
+2.20000E+1	+9.83680E-6
+2.30000E+1	+8.09620E-6
+2.40000E+1	+6.01694E-6
+2.50000E+1	+3.86575E-6
+2.60000E+1	+2.02864E-6
+2.70000E+1	+7.93042E-7
+2.80000E+1	+2.08103E-7
+2.90000E+1	+3.75356E-7
+3.00000E+1	+1.31493E-6
+3.10000E+1	+2.89124E-6
+3.20000E+1	+5.16528E-6
+3.30000E+1	+7.73682E-6
+3.40000E+1	+1.06118E-5
+3.50000E+1	+1.36765E-5
+3.60000E+1	+1.48529E-5
